StateCode,Division,YearMonth,TAVG,TMIN,TMAX,PCP,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24
41,0,193709,77.10,64.30,89.90,2.02,-2.20,-2.20,-1.71,-2.20,407.00,0.00,-0.61,-0.57,-0.78,-1.36,-1.13,-1.04,-0.62
41,0,193710,66.50,52.90,80.10,2.54,-0.02,-1.99,-0.05,-1.95,153.00,49.00,0.18,-0.33,-0.41,-0.90,-1.15,-1.03,-0.58
41,0,193711,52.40,40.00,64.90,1.73,-0.03,-1.80,-0.03,-1.70,14.00,331.00,0.07,0.08,-0.34,-0.68,-0.89,-0.97,-0.59
41,0,193712,46.40,37.10,55.70,3.45,0.83,-0.79,2.48,0.50,7.00,486.00,1.56,0.98,0.67,-0.05,-0.64,-0.58,-0.37
41,0,193801,48.00,36.80,59.00,2.48,1.23,1.23,1.46,1.23,17.00,464.00,1.10,1.79,1.27,0.43,-0.16,-0.47,-0.15
41,0,193802,53.70,42.50,65.00,1.89,1.25,1.25,0.46,1.25,31.00,270.00,0.47,0.97,1.56,0.60,0.16,-0.18,0.02
41,0,193803,61.80,48.70,75.00,1.85,1.05,1.05,-0.23,0.82,116.00,132.00,0.24,0.39,0.79,0.84,0.31,-0.32,0.14
41,0,193804,63.80,51.00,76.60,2.83,1.41,1.41,1.42,1.41,85.00,78.00,0.60,0.54,0.59,1.07,0.57,0.07,0.36
41,0,193805,72.90,60.50,85.30,2.60,1.10,1.10,-0.49,0.75,276.00,4.00,-0.45,0.01,0.10,0.92,0.43,0.13,-0.05
41,0,193806,80.20,68.20,92.10,3.02,1.31,1.31,0.97,1.31,476.00,0.00,0.21,-0.21,0.06,0.47,0.60,0.25,0.16
41,0,193807,82.10,70.20,93.90,3.36,1.81,1.81,1.91,1.81,562.00,0.00,0.92,0.64,0.21,0.45,0.87,0.53,0.16
41,0,193808,82.70,69.90,95.40,1.17,-0.51,1.12,-1.53,0.31,576.00,0.00,-1.13,-0.08,-0.02,0.04,0.70,0.35,0.14
41,0,193809,76.50,62.90,90.10,1.43,-1.23,-1.23,-2.32,-1.23,387.00,1.00,-1.15,-1.54,-0.75,-0.49,-0.03,0.23,-0.66
41,0,193810,68.80,53.90,83.70,0.89,-1.89,-1.89,-2.37,-1.89,204.00,23.00,-1.19,-1.68,-1.83,-1.13,-0.65,-0.05,-0.85
41,0,193811,52.60,38.10,67.10,1.23,-1.97,-1.97,-0.82,-1.97,17.00,314.00,-0.44,-1.20,-1.69,-1.11,-0.86,-0.14,-0.86
41,0,193812,47.60,34.40,60.90,1.44,-2.04,-2.04,-0.82,-2.04,9.00,450.00,-0.16,-0.50,-1.04,-1.30,-0.96,-0.54,-0.73
41,0,193901,48.20,36.50,59.90,2.89,-1.44,-1.44,1.17,-0.84,19.00,451.00,1.45,0.81,0.25,-1.17,-0.83,-0.49,-0.62
41,0,193902,46.50,32.70,60.30,1.54,-1.28,-1.28,0.04,-0.61,11.00,434.00,0.05,1.01,0.63,-0.81,-0.69,-0.55,-0.49
41,0,193903,58.70,44.90,72.50,0.88,-1.64,-1.64,-1.47,-1.55,64.00,199.00,-0.99,-0.65,0.32,-0.57,-0.96,-0.78,-0.71
41,0,193904,65.60,51.20,80.10,1.27,-1.99,-1.99,-1.55,-1.99,118.00,58.00,-0.91,-1.30,-0.98,-0.43,-1.41,-1.10,-0.69
41,0,193905,74.60,61.40,87.80,2.78,-2.35,-2.35,-1.69,-2.35,333.00,1.00,-0.30,-0.83,-1.14,-0.37,-1.15,-1.05,-0.63
41,0,193906,81.20,68.80,93.60,2.69,-2.54,-2.54,-1.32,-2.54,495.00,0.00,-0.04,-0.29,-0.69,-0.29,-0.79,-1.08,-0.59
41,0,193907,83.70,70.80,96.50,2.34,-2.64,-2.64,-1.08,-2.64,607.00,0.00,0.06,-0.08,-0.31,-0.77,-0.46,-1.22,-0.50
41,0,193908,81.40,68.50,94.20,2.33,-2.49,-2.49,-0.38,-2.49,556.00,0.00,0.19,0.01,-0.11,-0.78,-0.33,-0.95,-0.45
41,0,193909,78.60,64.60,92.60,0.94,-3.36,-3.36,-3.37,-3.36,459.00,0.00,-1.65,-1.08,-0.91,-1.13,-0.76,-1.05,-0.67
41,0,193910,68.00,54.30,81.60,1.45,-3.54,-3.54,-1.59,-3.54,194.00,28.00,-0.63,-1.63,-1.24,-1.11,-1.35,-1.00,-0.83
41,0,193911,51.90,40.10,63.70,1.96,-3.05,-3.05,0.38,-2.84,12.00,333.00,0.27,-0.37,-1.25,-0.94,-1.31,-0.90,-0.81
41,0,193912,50.00,36.30,63.80,1.46,-3.00,-3.00,-0.79,-3.00,14.00,383.00,-0.13,-0.01,-0.43,-1.00,-1.14,-0.88,-0.90
41,0,194001,36.60,24.40,48.70,0.72,-3.07,-3.07,-1.12,-3.07,1.00,834.00,-0.94,-0.78,-0.48,-1.23,-1.15,-1.38,-1.16
41,0,194002,48.40,35.70,61.00,2.01,-2.66,-2.66,0.26,-2.49,9.00,418.00,0.60,-0.18,-0.29,-1.09,-0.95,-1.28,-1.18
41,0,194003,57.70,43.20,72.20,0.91,-2.83,-2.83,-1.33,-2.83,52.00,216.00,-0.95,-0.24,-0.61,-0.67,-1.14,-1.27,-1.35
41,0,194004,64.50,50.70,78.20,2.70,0.15,-2.39,0.45,-2.14,99.00,70.00,0.50,-0.07,0.14,-0.28,-0.97,-0.99,-1.44
41,0,194005,72.00,59.20,84.80,3.27,0.03,-2.25,-0.33,-2.08,254.00,6.00,0.09,0.29,-0.07,-0.28,-0.90,-0.87,-1.40
41,0,194006,76.80,65.10,88.50,4.87,0.84,-1.21,2.44,0.03,386.00,0.00,1.41,0.98,0.95,0.42,-0.01,-0.39,-1.13
41,0,194007,81.70,69.50,93.90,1.76,0.69,-1.14,-0.19,0.00,524.00,0.00,-0.52,0.77,0.59,0.45,0.13,-0.46,-1.38
41,0,194008,80.40,68.00,92.80,2.93,0.97,-0.67,1.06,0.83,518.00,0.00,0.67,0.02,0.92,0.50,0.25,-0.35,-1.06
41,0,194009,75.00,61.80,88.10,1.22,-0.77,-1.37,-2.31,-0.71,332.00,1.00,-1.35,-0.53,-0.77,0.19,-0.09,-0.31,-1.14
41,0,194010,67.30,53.50,81.10,2.28,-0.84,-1.38,-0.45,-0.82,163.00,36.00,0.01,-0.90,-0.50,-0.02,0.02,-0.16,-0.92
41,0,194011,52.50,41.10,63.90,5.17,1.76,1.76,5.28,1.76,20.00,310.00,2.26,1.36,0.59,0.93,0.65,0.45,-0.38
41,0,194012,49.40,38.20,60.60,3.02,2.48,2.48,2.70,2.48,12.00,413.00,1.26,2.35,1.56,0.77,1.06,0.73,-0.12
41,0,194101,48.00,37.30,58.60,1.54,2.57,2.57,1.04,2.57,19.00,457.00,0.15,0.96,2.20,0.95,1.05,0.89,-0.28
41,0,194102,47.70,37.50,57.80,2.50,3.08,3.08,2.33,3.08,5.00,454.00,1.13,0.76,1.21,1.05,1.32,0.98,-0.15
41,0,194103,50.90,39.80,61.90,2.79,3.70,3.70,2.80,3.70,13.00,390.00,1.21,1.49,1.09,1.69,1.14,1.36,0.09
41,0,194104,63.80,53.00,74.60,4.19,4.42,4.42,3.32,4.42,100.00,70.00,1.43,1.53,1.71,2.47,1.65,1.68,0.53
41,0,194105,72.40,61.70,83.10,5.45,5.10,5.10,3.39,5.10,286.00,3.00,1.46,1.84,1.87,2.01,1.82,2.03,0.91
41,0,194106,76.80,66.20,87.40,5.25,6.13,6.13,4.68,6.13,404.00,0.00,1.62,1.98,2.20,2.08,2.48,1.99,1.25
41,0,194107,80.90,69.40,92.40,3.40,7.30,7.30,5.38,7.30,536.00,0.00,0.95,1.72,2.17,2.35,2.70,2.09,1.37
41,0,194108,81.40,69.10,93.70,2.70,7.70,7.70,3.46,7.70,551.00,0.00,0.50,0.88,1.73,2.24,2.29,2.03,1.40
41,0,194109,76.40,65.40,87.50,4.29,7.51,7.51,1.81,7.51,415.00,1.00,1.01,0.94,1.20,2.44,2.33,2.55,1.99
41,0,194110,69.10,59.30,78.90,5.68,8.00,8.00,3.79,8.00,248.00,22.00,1.68,1.80,1.76,2.81,2.85,3.09,2.65
41,0,194111,53.60,40.40,66.90,0.98,7.09,7.09,-0.26,6.94,18.00,304.00,-0.73,1.08,1.35,2.08,2.43,2.56,2.63
41,0,194112,48.50,37.10,59.80,1.45,6.44,6.44,0.24,6.32,9.00,430.00,-0.14,-0.67,0.81,1.38,2.27,2.27,1.98
41,0,194201,43.40,30.10,56.70,0.53,5.51,5.51,-0.78,5.06,5.00,609.00,-1.26,-0.96,-1.11,0.81,1.93,2.25,1.99
41,0,194202,47.40,35.00,59.90,0.99,4.77,4.77,-0.51,4.09,6.00,434.00,-0.66,-1.25,-1.06,0.54,1.32,1.95,1.88
41,0,194203,54.50,40.00,69.00,0.92,4.06,4.06,-0.67,3.10,30.00,288.00,-0.94,-1.07,-1.34,-0.08,0.58,1.70,1.93
41,0,194204,64.70,52.80,76.60,4.73,4.85,4.85,3.62,4.85,100.00,66.00,1.71,1.00,0.62,-0.33,0.90,1.85,2.43
41,0,194205,71.60,59.20,84.00,2.34,4.15,4.15,-0.59,3.87,254.00,8.00,-0.69,0.81,0.40,-0.31,0.54,1.20,2.20
41,0,194206,79.80,67.70,92.00,2.95,4.05,4.05,0.99,4.05,468.00,0.00,0.16,-0.39,0.66,-0.16,0.24,0.75,1.98
41,0,194207,81.00,68.80,93.10,2.79,4.09,4.09,1.35,4.09,516.00,0.00,0.46,0.31,-0.19,0.22,-0.31,0.62,2.07
41,0,194208,80.70,69.40,91.90,4.38,4.93,4.93,3.80,4.93,532.00,0.00,1.59,1.49,1.17,0.94,0.35,0.86,2.23
41,0,194209,72.60,60.70,84.60,3.62,4.86,4.86,1.30,4.86,294.00,6.00,0.58,1.39,1.38,1.31,0.56,0.74,2.83
41,0,194210,64.90,52.70,77.20,3.19,4.73,4.73,1.11,4.73,144.00,63.00,0.56,0.68,1.28,0.80,0.88,0.35,3.08
41,0,194211,58.00,44.10,72.00,0.91,-0.54,3.70,-1.61,3.04,52.00,186.00,-0.82,-0.01,0.24,0.82,0.79,0.36,2.54
41,0,194212,48.80,35.20,62.40,1.86,-0.54,3.26,-0.18,2.48,12.00,421.00,0.29,-0.43,0.02,0.88,0.97,0.43,1.78
41,0,194301,45.60,31.60,59.60,1.02,-0.86,2.55,-1.12,1.33,9.00,534.00,-0.50,-0.22,-0.66,0.62,0.34,0.52,1.76
41,0,194302,52.80,37.60,68.00,0.37,-1.68,1.38,-2.71,-0.80,25.00,299.00,-1.59,-1.38,-0.88,-0.32,0.32,0.41,1.53
41,0,194303,53.20,38.80,67.60,1.70,-1.40,1.35,0.31,-0.62,24.00,342.00,0.07,-0.94,-0.94,-0.51,0.31,0.54,1.44
41,0,194304,68.10,54.30,81.80,1.11,-2.06,-2.06,-2.42,-2.06,158.00,31.00,-1.15,-0.66,-1.36,-1.16,-0.06,-0.18,1.19
41,0,194305,72.90,60.30,85.50,3.72,-2.03,-2.03,-0.54,-2.03,311.00,6.00,0.41,-0.33,-0.24,-0.72,-0.43,0.11,0.95
41,0,194306,80.20,68.60,91.80,2.29,-2.52,-2.52,-2.10,-2.52,487.00,0.00,-0.36,-0.01,-0.51,-0.90,-0.67,0.00,0.58
41,0,194307,82.70,70.00,95.40,2.76,-2.48,-2.48,-0.67,-2.48,576.00,0.00,0.43,-0.07,0.12,-0.62,-0.77,0.02,0.49
41,0,194308,85.20,71.30,99.00,0.48,-3.51,-3.51,-3.85,-3.51,632.00,0.00,-2.98,-0.95,-0.99,-0.86,-1.06,-0.70,0.18
41,0,194309,74.40,62.00,86.70,3.14,-3.09,-3.09,0.19,-2.95,328.00,1.00,0.25,-0.85,-0.56,-0.77,-1.04,-0.80,-0.02
41,0,194310,63.80,50.30,77.40,1.11,-3.25,-3.25,-1.44,-3.25,104.00,76.00,-0.95,-0.49,-1.24,-0.83,-1.24,-1.27,-0.71
41,0,194311,52.90,38.90,67.00,1.75,-0.02,-2.94,-0.07,-2.91,17.00,306.00,0.09,-0.69,-0.46,-0.99,-0.94,-1.16,-0.62
41,0,194312,44.30,33.00,55.60,2.48,0.39,-2.25,1.17,-1.68,4.00,544.00,0.84,0.47,-0.23,-0.62,-0.76,-1.01,-0.38
41,0,194401,44.70,32.50,57.00,3.01,1.09,-1.27,2.23,0.23,9.00,549.00,1.55,1.53,1.07,-0.25,-0.21,-0.63,-0.08
41,0,194402,52.20,41.60,62.90,2.35,1.40,-0.72,1.26,1.21,31.00,295.00,0.97,1.57,1.57,0.52,-0.10,-0.21,0.10
41,0,194403,55.00,41.80,68.20,1.97,1.59,1.59,1.02,1.59,39.00,275.00,0.37,0.81,1.33,0.51,0.11,-0.20,0.24
41,0,194404,63.80,49.80,77.80,1.76,1.43,1.43,0.01,1.36,105.00,71.00,-0.32,0.00,0.37,0.80,-0.09,-0.06,-0.14
41,0,194405,71.40,59.00,83.80,5.25,2.36,2.36,3.22,2.36,232.00,7.00,1.35,0.79,0.78,1.37,0.73,0.25,0.30
41,0,194406,80.50,68.70,92.20,1.94,2.24,2.24,0.36,2.24,490.00,0.00,-0.68,0.56,0.26,0.88,0.45,0.20,0.16
41,0,194407,83.20,70.00,96.30,1.65,1.93,1.93,-0.22,1.77,590.00,0.00,-0.64,-0.95,0.15,0.28,0.66,0.01,0.01
41,0,194408,82.60,70.10,95.10,3.87,2.49,2.49,2.27,2.49,582.00,0.00,1.29,0.54,-0.07,0.50,1.04,0.57,-0.07
41,0,194409,74.50,62.20,86.80,2.68,2.12,2.12,-0.34,1.91,352.00,2.00,-0.08,0.73,0.25,0.30,0.83,0.48,-0.25
41,0,194410,65.60,51.40,79.90,1.19,1.39,1.39,-1.53,0.47,133.00,53.00,-0.87,-0.69,0.03,0.05,0.18,0.53,-0.56
41,0,194411,55.50,44.20,66.70,3.06,1.80,1.80,1.64,1.52,33.00,236.00,1.09,0.07,-0.07,-0.16,0.28,0.80,-0.28
41,0,194412,44.00,32.50,55.50,2.97,2.39,2.39,2.33,2.39,3.00,565.00,1.22,1.40,0.50,0.49,0.47,0.88,-0.09
41,0,194501,46.20,34.20,58.20,1.72,2.40,2.40,0.78,2.40,11.00,528.00,0.35,1.04,1.31,0.77,0.64,0.65,0.00
41,0,194502,51.20,38.60,63.80,2.21,2.59,2.59,1.31,2.59,19.00,339.00,0.82,0.69,1.14,0.52,0.37,0.63,0.25
41,0,194503,60.60,48.00,73.30,3.08,2.95,2.95,1.90,2.95,105.00,151.00,1.48,1.49,1.18,0.92,0.95,0.84,0.43
41,0,194504,63.30,50.10,76.50,2.84,3.17,3.17,1.55,3.17,100.00,80.00,0.60,1.11,1.22,1.54,1.20,1.07,0.73
41,0,194505,72.70,58.50,86.90,1.35,2.14,2.14,-2.11,1.22,253.00,6.00,-1.78,-0.73,0.10,0.66,0.36,0.29,0.42
41,0,194506,79.60,66.70,92.50,2.81,1.99,1.99,0.21,1.13,459.00,0.00,0.06,-1.06,-0.57,0.29,0.37,0.47,0.51
41,0,194507,80.80,69.30,92.30,3.36,2.33,2.33,1.63,2.05,525.00,0.00,0.92,0.53,-0.44,0.48,0.91,0.75,0.59
41,0,194508,81.80,69.40,94.30,2.80,2.44,2.44,1.05,2.44,545.00,0.00,0.58,0.92,0.64,0.45,0.80,0.54,0.88
41,0,194509,77.00,63.50,90.60,2.55,1.89,1.89,-0.89,1.44,401.00,0.00,-0.18,0.14,0.47,-0.11,0.44,0.50,0.83
41,0,194510,64.20,51.80,76.50,3.30,2.10,2.10,1.23,2.10,110.00,74.00,0.61,0.28,0.38,-0.06,0.54,0.91,1.12
41,0,194511,58.20,43.80,72.60,0.69,1.23,1.23,-1.98,0.27,66.00,174.00,-1.14,-0.06,-0.23,0.16,0.16,0.52,0.96
41,0,194512,45.30,32.00,58.60,1.33,0.84,0.84,-0.79,-0.48,5.00,540.00,-0.29,-0.97,-0.24,0.08,-0.26,0.22,0.63
41,0,194601,44.00,32.90,55.20,3.11,1.37,1.37,1.87,0.84,8.00,568.00,1.63,0.88,0.04,0.28,-0.08,0.47,0.67
41,0,194602,51.10,36.80,65.30,1.72,1.24,1.24,0.01,0.66,16.00,340.00,0.27,1.26,0.77,0.19,0.46,0.38,0.62
41,0,194603,59.00,44.70,73.30,1.82,1.11,1.11,-0.01,0.50,67.00,191.00,0.20,0.24,1.00,0.32,0.52,0.11,0.62
41,0,194604,68.50,55.10,82.00,2.12,0.80,0.80,-0.57,-0.03,160.00,29.00,0.03,0.13,0.16,0.04,0.24,-0.04,0.75
41,0,194605,71.90,59.70,84.00,4.30,1.15,1.15,1.28,0.68,268.00,9.00,0.79,0.51,0.50,0.72,0.33,0.56,0.64
41,0,194606,78.60,66.60,90.60,2.79,1.15,1.15,0.37,0.74,412.00,0.00,0.04,0.51,0.36,0.77,0.36,0.55,0.77
41,0,194607,83.20,69.90,96.40,1.24,0.57,0.57,-1.40,-0.44,576.00,0.00,-1.13,-0.67,-0.08,0.01,0.01,0.17,0.71
41,0,194608,82.70,70.10,95.30,2.84,0.62,0.62,0.33,-0.23,568.00,0.00,0.61,-0.37,-0.35,0.12,0.39,0.15,0.56
41,0,194609,75.60,65.30,85.90,3.68,0.79,0.79,0.71,0.20,358.00,3.00,0.62,0.72,0.05,0.25,0.64,0.33,0.71
41,0,194610,67.70,56.40,79.00,2.90,0.79,0.79,0.23,0.23,183.00,35.00,0.39,0.58,0.66,0.38,0.35,0.29,0.92
41,0,194611,55.10,42.90,67.30,3.41,1.45,1.45,2.22,1.45,37.00,239.00,1.31,0.95,1.04,0.55,0.65,0.81,0.97
41,0,194612,50.90,38.30,63.40,1.72,1.27,1.27,-0.09,1.13,15.00,362.00,0.15,0.95,0.78,0.60,0.60,0.87,0.63
41,0,194701,43.30,32.30,54.40,2.25,1.58,1.58,1.32,1.58,7.00,581.00,0.89,0.57,1.13,1.13,0.83,0.73,0.72
41,0,194702,44.00,30.50,57.60,0.44,1.08,1.08,-1.00,0.49,1.00,534.00,-1.48,-0.21,-0.17,0.68,0.36,0.49,0.53
41,0,194703,51.50,38.30,64.70,1.98,1.43,1.43,1.37,1.43,16.00,387.00,0.38,-0.65,-0.03,0.51,0.46,0.50,0.40
41,0,194704,64.20,51.40,76.90,1.93,1.33,1.33,0.14,1.32,111.00,66.00,-0.15,0.11,-0.55,0.33,0.64,0.47,0.34
41,0,194705,71.80,59.30,84.30,4.64,1.95,1.95,2.28,1.95,260.00,8.00,1.00,0.58,0.62,0.31,0.76,0.54,0.80
41,0,194706,80.50,68.20,92.70,2.01,1.84,1.84,0.26,1.84,487.00,0.00,-0.61,0.31,0.11,0.07,0.38,0.39,0.71
41,0,194707,82.60,69.20,96.00,0.95,-0.52,1.13,-1.55,0.32,561.00,0.00,-1.53,-1.36,-0.40,-0.62,0.06,0.34,0.39
41,0,194708,82.20,69.70,94.60,2.43,-0.57,0.91,-0.32,-0.08,565.00,0.00,0.28,-0.85,-1.06,-0.23,-0.28,0.24,0.33
41,0,194709,77.60,63.30,91.90,0.99,-1.55,-1.55,-3.12,-1.55,414.00,0.00,-1.59,-0.98,-1.47,-0.94,-0.77,-0.24,0.08
41,0,194710,71.80,58.10,85.60,1.06,-2.27,-2.27,-2.64,-2.27,281.00,10.00,-1.00,-1.89,-1.35,-1.25,-1.30,-0.60,-0.28
41,0,194711,51.60,39.30,63.80,2.29,-1.73,-1.73,0.92,-1.26,18.00,334.00,0.54,-0.40,-1.25,-1.51,-0.89,-0.86,-0.08
41,0,194712,47.30,35.50,59.10,2.28,-1.27,-1.27,0.83,-0.38,7.00,460.00,0.68,0.65,-0.11,-1.15,-0.82,-0.73,0.06
41,0,194801,40.20,28.00,52.30,1.21,-1.17,-1.17,-0.07,-0.29,1.00,708.00,-0.24,0.23,0.36,-0.78,-0.87,-0.98,-0.16
41,0,194802,47.30,36.00,58.60,2.18,-0.66,-0.66,1.14,0.67,8.00,436.00,0.79,0.32,0.52,-0.62,-1.07,-0.61,-0.09
41,0,194803,53.40,40.70,66.20,1.08,-0.67,-0.67,-0.23,0.52,32.00,305.00,-0.71,0.02,-0.14,-0.21,-1.05,-0.82,-0.19
41,0,194804,69.20,54.70,83.70,1.61,-1.00,-1.00,-1.18,-0.24,182.00,22.00,-0.48,-0.76,-0.25,0.00,-0.81,-0.90,-0.26
41,0,194805,74.20,61.50,86.90,3.06,-1.14,-1.14,-0.74,-0.58,319.00,2.00,-0.07,-0.43,-0.64,-0.17,-0.83,-1.20,-0.42
41,0,194806,81.70,68.70,94.70,2.29,-1.40,-1.40,-1.14,-1.09,517.00,0.00,-0.36,-0.36,-0.59,-0.48,-0.49,-1.11,-0.50
41,0,194807,82.90,70.90,94.90,2.25,-1.55,-1.55,-0.88,-1.55,587.00,0.00,-0.02,-0.37,-0.40,-0.45,-0.18,-0.78,-0.33
41,0,194808,83.10,69.50,96.80,1.54,-1.99,-1.99,-1.78,-1.99,597.00,0.00,-0.61,-0.57,-0.73,-0.94,-0.49,-0.93,-0.52
41,0,194809,75.30,61.90,88.70,1.73,-2.37,-2.37,-1.76,-2.37,351.00,1.00,-0.87,-1.08,-0.95,-1.08,-0.95,-0.80,-0.88
41,0,194810,65.00,51.40,78.60,1.37,-2.55,-2.55,-1.27,-2.55,127.00,62.00,-0.70,-1.15,-1.28,-1.20,-1.13,-0.78,-1.09
41,0,194811,52.80,39.10,66.60,1.38,-2.50,-2.50,-0.62,-2.50,24.00,285.00,-0.27,-0.76,-1.18,-1.27,-1.40,-1.01,-1.36
41,0,194812,50.70,37.70,63.60,0.72,-2.97,-2.97,-2.20,-2.97,18.00,370.00,-1.18,-0.91,-1.09,-1.47,-1.45,-1.34,-1.26
41,0,194901,39.90,30.00,49.90,3.52,0.81,-1.86,2.43,-0.80,7.00,652.00,1.94,0.75,0.28,-0.78,-0.87,-0.87,-1.16
41,0,194902,50.20,39.10,61.30,2.30,1.04,-1.35,0.93,0.09,17.00,359.00,0.92,1.83,0.96,-0.31,-0.65,-0.84,-0.95
41,0,194903,56.30,43.90,68.70,1.69,1.02,-1.13,0.27,0.38,45.00,252.00,0.05,0.57,1.42,0.04,-0.53,-0.74,-1.02
41,0,194904,61.50,49.90,73.10,4.00,1.98,1.98,3.21,1.98,62.00,107.00,1.33,1.01,1.17,0.89,-0.04,-0.26,-0.78
41,0,194905,74.10,62.70,85.40,3.13,1.77,1.77,-0.01,1.70,339.00,2.00,-0.02,0.84,0.72,0.99,0.09,-0.23,-1.02
41,0,194906,79.60,67.70,91.60,3.32,2.12,2.12,1.58,2.12,475.00,0.00,0.43,0.21,0.82,1.28,0.41,0.00,-0.82
41,0,194907,82.60,70.50,94.60,2.62,2.33,2.33,1.28,2.33,570.00,0.00,0.31,0.41,0.24,0.85,0.76,0.09,-0.55
41,0,194908,80.00,67.30,92.80,2.29,2.23,2.23,0.44,2.23,505.00,0.00,0.16,0.16,0.30,0.67,0.89,0.20,-0.56
41,0,194909,75.40,63.40,87.50,2.74,1.88,1.88,-0.38,1.64,373.00,1.00,-0.04,-0.04,0.00,0.57,1.07,0.35,-0.36
41,0,194910,65.20,53.60,76.90,5.03,2.76,2.76,3.22,2.76,150.00,57.00,1.42,1.04,0.89,0.76,1.13,1.03,0.19
41,0,194911,57.30,41.00,73.70,0.12,1.70,1.70,-2.32,0.67,38.00,211.00,-2.32,0.48,0.31,0.33,0.61,0.85,-0.15
41,0,194912,48.80,37.30,60.30,2.25,1.75,1.75,0.69,0.98,15.00,406.00,0.65,-0.71,0.56,0.38,0.71,1.11,-0.11
41,0,195001,51.30,39.40,63.20,1.48,1.38,1.38,-0.57,0.36,46.00,367.00,0.08,0.40,-0.63,0.32,0.32,0.76,-0.07
41,0,195002,53.30,40.60,66.00,2.02,1.30,1.30,0.19,0.35,29.00,289.00,0.61,0.39,0.57,0.46,0.51,0.71,-0.08
41,0,195003,55.60,41.20,69.90,0.57,0.70,0.70,-1.42,-0.75,35.00,277.00,-1.47,-0.51,-0.37,0.18,0.13,0.48,-0.15
41,0,195004,64.40,51.40,77.30,2.67,0.85,0.85,0.66,-0.31,93.00,78.00,0.48,-0.33,-0.04,-0.48,0.18,0.22,0.01
41,0,195005,73.40,61.30,85.60,3.81,0.89,0.89,0.40,-0.10,319.00,5.00,0.47,0.54,0.00,0.26,0.28,0.37,0.14
41,0,195006,79.20,67.50,90.90,2.97,0.92,0.92,0.36,0.06,441.00,0.00,0.18,0.37,0.45,0.15,0.31,0.31,0.24
41,0,195007,80.50,69.50,91.60,3.96,1.67,1.67,2.53,1.34,514.00,0.00,1.35,0.92,0.93,0.58,0.17,0.54,0.49
41,0,195008,80.30,67.20,93.40,2.13,1.60,1.60,0.32,1.33,519.00,0.00,0.01,0.88,0.69,0.41,0.52,0.48,0.55
41,0,195009,75.00,63.80,86.20,3.84,1.81,1.81,1.12,1.81,359.00,4.00,0.73,0.45,1.00,0.92,0.61,0.66,0.86
41,0,195010,69.80,55.30,84.40,0.50,-0.97,0.66,-2.91,-0.81,223.00,19.00,-1.72,-0.44,-0.48,0.23,0.14,-0.12,0.69
41,0,195011,54.40,38.60,70.20,0.32,-1.67,-1.67,-2.42,-1.67,26.00,272.00,-1.81,-2.44,-1.09,-0.36,-0.29,-0.08,0.52
41,0,195012,47.20,31.80,62.50,0.24,-2.39,-2.39,-2.67,-2.39,8.00,473.00,-2.35,-2.25,-2.55,-0.84,-0.39,-0.47,0.37
41,0,195101,45.50,30.80,60.10,0.95,-2.77,-2.77,-1.87,-2.77,12.00,519.00,-0.60,-1.68,-1.94,-1.52,-0.68,-0.61,0.08
41,0,195102,49.30,35.50,63.00,1.30,-2.97,-2.97,-1.45,-2.97,9.00,392.00,-0.25,-0.57,-1.39,-1.55,-0.87,-0.76,-0.03
41,0,195103,56.10,42.50,69.80,1.86,-2.61,-2.61,0.15,-2.49,50.00,240.00,0.25,-0.06,-0.34,-1.72,-0.89,-0.52,-0.01
41,0,195104,63.70,49.70,77.80,1.04,-2.96,-2.96,-1.84,-2.96,94.00,76.00,-1.26,-0.58,-0.64,-1.57,-1.56,-0.86,-0.41
41,0,195105,72.80,60.20,85.40,3.36,-3.06,-3.06,-1.21,-3.06,276.00,5.00,0.16,-0.60,-0.37,-1.09,-1.38,-0.93,-0.36
41,0,195106,79.90,68.00,91.90,3.15,-3.19,-3.19,-1.35,-3.19,472.00,0.00,0.31,0.24,-0.32,-0.41,-1.41,-0.86,-0.38
41,0,195107,84.60,71.90,97.30,1.40,-3.82,-3.82,-2.87,-3.82,621.00,0.00,-0.93,-0.36,-0.26,-0.57,-1.30,-1.32,-0.56
41,0,195108,84.90,71.30,98.40,1.12,-4.40,-4.40,-2.92,-4.40,661.00,0.00,-1.21,-1.47,-0.93,-0.90,-1.30,-1.46,-0.72
41,0,195109,77.10,64.10,90.10,3.36,-3.95,-3.95,0.00,-3.89,408.00,1.00,0.41,-0.34,-0.79,-0.79,-0.79,-1.54,-0.69
41,0,195110,68.20,55.10,81.40,1.25,-4.16,-4.16,-1.87,-4.16,193.00,30.00,-0.81,-0.30,-0.79,-0.79,-0.95,-1.50,-1.23
41,0,195111,51.80,39.10,64.50,0.86,-4.17,-4.17,-1.31,-4.17,16.00,334.00,-0.89,-1.20,-0.70,-1.10,-1.11,-1.47,-1.12
41,0,195112,49.40,36.00,62.90,0.70,-4.49,-4.49,-2.25,-4.49,15.00,397.00,-1.21,-1.33,-1.44,-1.56,-1.38,-1.36,-1.12
41,0,195201,52.80,40.10,65.50,0.74,-5.02,-5.02,-2.98,-5.02,48.00,319.00,-0.91,-1.44,-1.48,-1.50,-1.31,-1.42,-1.26
